"edad","ocupacion","est_civil","nivel_educativo","contrato_meses","Cred_hipotecario","Cred_personal","Medio_contacto","Dia","Mes","duracion_seg","aceptacion_TC"
39,"independiente","soltero","universitario",10,"si","si","celular",25,"agosto",40,"no"
27,"empleado","soltero","bachillerato",9,"si","si","celular",18,"julio",217,"no"
31,"informal","casado","bachillerato",64,"si","si","celular",23,"julio",235,"no"
44,"desempleado","soltero","bachillerato",40,"no","no","celular",28,"enero",255,"no"
55,"pensionado","casado","universitario",37,"no","si","celular",8,"julio",256,"si"
51,"informal","divorciado","primaria",43,"si","si","telefono",30,"julio",41,"no"
50,"desempleado","casado","universitario",69,"si","si","chat",25,"junio",75,"no"
30,"empleado","casado","bachillerato",54,"si","si","celular",5,"febrero",192,"no"
46,"independiente","casado","bachillerato",16,"no","no","chat",28,"mayo",796,"si"
49,"independiente","casado","bachillerato",30,"no","si","celular",25,"agosto",220,"no"
56,"informal","casado","bachillerato",51,"si","si","celular",12,"agosto",614,"no"
47,"independiente","divorciado","bachillerato",6,"no","no","celular",28,"agosto",1126,"si"
30,"independiente","casado","bachillerato",35,"si","si","telefono",16,"junio",161,"no"
36,"independiente","soltero","bachillerato",9,"si","no","celular",25,"julio",141,"no"
40,"empleado","casado","universitario",15,"no","si","telefono",25,"julio",697,"si"
37,"independiente","soltero","bachillerato",49,"si","no","chat",9,"junio",223,"no"
42,"independiente","divorciado","bachillerato",2,"no","no","celular",30,"enero",931,"si"
45,"independiente","casado","bachillerato",41,"si","si","celular",17,"noviembre",483,"no"
34,"empleado","soltero","bachillerato",71,"no","no","celular",17,"noviembre",63,"si"
27,"independiente","soltero","bachillerato",66,"no","si","celular",11,"julio",271,"no"
30,"informal","casado","bachillerato",6,"si","no","celular",15,"mayo",144,"si"
32,"independiente","casado","bachillerato",6,"si","si","celular",8,"agosto",79,"no"
46,"ama(o)_de_casa","casado","primaria",26,"si","no","telefono",21,"julio",171,"si"
29,"independiente","casado","universitario",16,"si","no","celular",18,"julio",73,"si"
53,"empleado","casado","tecnico",51,"si","si","telefono",28,"enero",69,"no"
32,"independiente","casado","bachillerato",32,"si","no","celular",20,"abril",60,"no"
49,"desempleado","casado","bachillerato",13,"si","si","chat",14,"mayo",257,"no"
35,"desempleado","casado","universitario",52,"no","si","celular",4,"mayo",198,"no"
38,"informal","casado","bachillerato",42,"si","no","celular",13,"abril",217,"no"
39,"independiente","casado","primaria",42,"si","si","celular",19,"noviembre",134,"no"
34,"independiente","soltero","bachillerato",41,"si","si","celular",26,"mayo",41,"no"
42,"informal","casado","primaria",9,"si","si","celular",19,"noviembre",611,"no"
35,"informal","soltero","tecnico",51,"si","no","chat",6,"junio",216,"si"
60,"independiente","casado","bachillerato",64,"no","si","celular",6,"agosto",388,"no"
57,"independiente","divorciado","bachillerato",10,"si","no","chat",5,"mayo",242,"no"
31,"informal","soltero","bachillerato",59,"si","si","celular",7,"julio",387,"no"
29,"desempleado","soltero","bachillerato",2,"si","si","celular",7,"octubre",90,"no"
41,"empleado","casado","bachillerato",42,"si","si","telefono",20,"noviembre",281,"no"
46,"informal","casado","primaria",68,"si","si","celular",17,"noviembre",332,"no"
33,"independiente","casado","bachillerato",14,"no","no","celular",4,"mayo",218,"si"
32,"informal","soltero","bachillerato",57,"si","si","chat",21,"mayo",650,"no"
54,"empleado","divorciado","universitario",63,"si","si","telefono",18,"noviembre",1034,"si"
37,"empleado","casado","bachillerato",13,"si","no","celular",8,"mayo",182,"no"
32,"independiente","soltero","bachillerato",1,"si","si","celular",25,"mayo",156,"no"
43,"empleado","casado","universitario",40,"si","no","celular",6,"agosto",171,"si"
50,"informal","divorciado","bachillerato",23,"si","si","telefono",19,"noviembre",265,"no"
34,"informal","casado","bachillerato",24,"si","si","celular",20,"abril",10,"no"
31,"independiente","divorciado","bachillerato",50,"si","si","celular",16,"julio",350,"no"
43,"independiente","casado","bachillerato",65,"si","si","celular",17,"noviembre",65,"no"
49,"independiente","casado","bachillerato",34,"si","no","celular",23,"julio",58,"no"
22,"estudiante","soltero","tecnico",63,"no","no","celular",3,"julio",69,"si"
35,"desempleado","casado","universitario",49,"si","si","celular",29,"enero",127,"no"
56,"independiente","casado","bachillerato",16,"si","no","telefono",19,"noviembre",154,"si"
53,"informal","casado","bachillerato",46,"no","no","telefono",31,"julio",36,"si"
54,"independiente","casado","universitario",19,"si","si","celular",5,"febrero",85,"no"
32,"empleado","soltero","tecnico",24,"si","no","celular",14,"mayo",362,"no"
41,"independiente","casado","bachillerato",65,"si","si","celular",11,"mayo",49,"no"
40,"informal","casado","bachillerato",52,"si","si","celular",6,"mayo",410,"no"
33,"informal","casado","primaria",72,"si","si","celular",8,"mayo",253,"no"
33,"empleado","soltero","universitario",42,"no","no","celular",19,"noviembre",570,"si"
34,"informal","casado","bachillerato",15,"si","no","celular",24,"julio",633,"no"
36,"empleado","casado","bachillerato",47,"si","no","chat",6,"junio",82,"no"
34,"independiente","casado","universitario",63,"si","si","celular",8,"julio",164,"no"
55,"desempleado","casado","primaria",61,"no","si","chat",9,"junio",175,"no"
28,"estudiante","soltero","universitario",30,"no","no","celular",15,"febrero",659,"si"
29,"independiente","soltero","bachillerato",18,"si","si","celular",17,"abril",139,"no"
31,"independiente","soltero","bachillerato",25,"si","si","chat",4,"julio",43,"no"
52,"desempleado","casado","universitario",69,"si","no","celular",22,"agosto",343,"no"
54,"empleado","casado","tecnico",25,"no","si","celular",19,"noviembre",74,"si"
43,"informal","casado","primaria",36,"si","no","chat",15,"mayo",302,"no"
55,"independiente","casado","bachillerato",57,"si","no","celular",14,"julio",455,"no"
28,"informal","divorciado","tecnico",36,"si","no","chat",28,"mayo",126,"si"
45,"desempleado","divorciado","bachillerato",28,"si","si","celular",18,"noviembre",107,"no"
45,"independiente","casado","primaria",47,"si","si","chat",14,"mayo",120,"no"
51,"desempleado","casado","universitario",54,"si","si","celular",18,"noviembre",727,"no"
42,"independiente","soltero","bachillerato",38,"si","si","chat",7,"mayo",275,"no"
43,"empleado","soltero","tecnico",18,"si","si","telefono",28,"enero",41,"no"
34,"desempleado","casado","universitario",27,"si","no","celular",18,"agosto",61,"no"
36,"informal","casado","primaria",28,"si","si","celular",15,"mayo",232,"no"
37,"informal","casado","bachillerato",3,"si","no","celular",10,"julio",214,"si"
50,"informal","casado","bachillerato",45,"si","si","telefono",11,"mayo",21,"no"
42,"empleado","divorciado","tecnico",10,"no","no","celular",16,"febrero",138,"si"
34,"informal","soltero","primaria",20,"si","no","celular",18,"mayo",173,"si"
48,"desempleado","casado","bachillerato",11,"si","no","celular",16,"abril",635,"no"
47,"independiente","casado","bachillerato",47,"si","si","celular",14,"julio",77,"no"
40,"desempleado","casado","universitario",14,"si","si","chat",12,"junio",73,"no"
37,"desempleado","casado","universitario",37,"no","si","celular",18,"enero",540,"no"
38,"informal","casado","primaria",30,"si","no","chat",3,"junio",179,"no"
29,"independiente","soltero","universitario",24,"si","si","celular",17,"julio",119,"no"
46,"informal","casado","primaria",31,"si","si","telefono",20,"noviembre",107,"no"
26,"informal","casado","bachillerato",9,"si","si","chat",19,"mayo",48,"no"
30,"empleado","soltero","universitario",24,"si","no","chat",29,"mayo",447,"no"
42,"informal","casado","bachillerato",40,"si","si","celular",17,"julio",430,"no"
42,"desempleado","soltero","universitario",35,"no","si","celular",7,"agosto",64,"no"
31,"independiente","soltero","bachillerato",40,"si","no","chat",28,"mayo",217,"si"
37,"desempleado","soltero","universitario",54,"si","no","celular",7,"mayo",77,"no"
26,"informal","casado","bachillerato",48,"si","no","chat",26,"mayo",16,"no"
54,"informal","casado","tecnico",16,"si","si","celular",4,"agosto",753,"no"
70,"informal","casado","bachillerato",34,"si","si","celular",26,"abril",125,"no"
29,"independiente","soltero","bachillerato",32,"si","si","chat",28,"mayo",1210,"no"
50,"empleado","casado","bachillerato",59,"si","si","celular",9,"julio",185,"no"
60,"desempleado","divorciado","bachillerato",17,"si","no","celular",4,"febrero",80,"no"
32,"independiente","soltero","bachillerato",51,"no","no","celular",19,"agosto",156,"no"
32,"independiente","casado","bachillerato",40,"si","si","celular",29,"julio",403,"no"
34,"independiente","soltero","universitario",15,"si","si","celular",17,"noviembre",145,"no"
48,"empleado","soltero","primaria",3,"si","si","celular",12,"mayo",17,"no"
25,"estudiante","casado","universitario",4,"si","no","celular",9,"julio",160,"no"
32,"desempleado","casado","bachillerato",24,"si","si","celular",18,"noviembre",486,"no"
32,"informal","casado","primaria",39,"si","no","celular",3,"febrero",321,"no"
47,"independiente","divorciado","bachillerato",12,"si","si","chat",9,"mayo",203,"no"
32,"independiente","casado","tecnico",12,"no","no","celular",31,"diciembre",646,"no"
49,"empleado","soltero","universitario",6,"si","no","celular",8,"julio",97,"si"
53,"empleado","casado","bachillerato",20,"si","si","celular",16,"abril",144,"no"
41,"informal","soltero","tecnico",15,"si","si","chat",20,"junio",30,"no"
47,"desempleado","divorciado","universitario",35,"no","si","celular",15,"julio",82,"no"
35,"informal","casado","primaria",44,"si","no","chat",13,"mayo",326,"no"
33,"desempleado","soltero","bachillerato",56,"no","no","celular",19,"noviembre",414,"no"
49,"informal","casado","primaria",53,"si","si","celular",16,"abril",285,"no"
46,"empleado","divorciado","universitario",2,"no","no","celular",11,"agosto",716,"si"
29,"desempleado","divorciado","universitario",14,"si","si","chat",28,"mayo",449,"no"
58,"independiente","casado","primaria",2,"si","si","chat",17,"junio",16,"no"
40,"independiente","soltero","bachillerato",38,"si","si","chat",2,"junio",65,"no"
34,"desempleado","casado","universitario",9,"si","no","celular",18,"noviembre",138,"no"
60,"informal","casado","primaria",13,"si","no","celular",10,"julio",121,"no"
43,"desempleado","casado","universitario",14,"no","si","celular",27,"mayo",140,"no"
50,"informal","casado","primaria",18,"si","si","celular",18,"agosto",256,"no"
33,"informal","casado","bachillerato",59,"si","si","celular",31,"julio",61,"no"
37,"informal","casado","primaria",51,"si","si","celular",14,"julio",367,"no"
55,"independiente","casado","bachillerato",49,"si","no","telefono",14,"mayo",9,"si"
45,"informal","soltero","primaria",3,"si","si","celular",15,"julio",395,"no"
47,"informal","casado","primaria",70,"si","si","celular",21,"noviembre",125,"no"
58,"independiente","casado","bachillerato",17,"si","no","chat",16,"junio",580,"no"
36,"empleado","casado","bachillerato",50,"si","si","celular",7,"abril",15,"no"
55,"independiente","casado","bachillerato",57,"si","no","chat",30,"mayo",119,"no"
31,"informal","casado","bachillerato",48,"si","no","chat",20,"mayo",26,"no"
38,"independiente","casado","bachillerato",17,"si","si","celular",17,"noviembre",224,"no"
42,"informal","casado","bachillerato",17,"si","no","chat",29,"mayo",285,"no"
32,"desempleado","divorciado","universitario",9,"si","no","chat",8,"mayo",399,"no"
39,"informal","casado","bachillerato",63,"si","si","celular",30,"julio",88,"no"
41,"independiente","casado","bachillerato",62,"si","si","celular",6,"agosto",185,"no"
59,"informal","casado","primaria",27,"si","si","celular",28,"enero",98,"no"
42,"desempleado","divorciado","bachillerato",68,"si","si","celular",28,"enero",97,"no"
33,"informal","casado","bachillerato",12,"si","si","celular",14,"mayo",72,"no"
53,"informal","casado","bachillerato",45,"no","si","celular",6,"mayo",109,"no"
43,"informal","casado","primaria",45,"si","si","chat",6,"mayo",208,"no"
39,"independiente","soltero","universitario",19,"no","no","chat",18,"junio",1029,"si"
27,"independiente","soltero","bachillerato",7,"si","si","celular",5,"mayo",273,"si"
39,"empleado","casado","universitario",53,"si","no","chat",23,"mayo",130,"si"
27,"informal","soltero","bachillerato",13,"no","si","celular",26,"febrero",590,"no"
33,"independiente","casado","bachillerato",11,"si","si","celular",19,"noviembre",107,"no"
29,"empleado","divorciado","bachillerato",41,"si","si","chat",12,"mayo",88,"no"
33,"desempleado","divorciado","universitario",49,"no","si","celular",13,"agosto",305,"no"
41,"independiente","casado","bachillerato",28,"si","no","celular",19,"noviembre",90,"no"
38,"independiente","soltero","universitario",25,"si","si","celular",17,"abril",222,"no"
30,"desempleado","casado","universitario",54,"si","si","celular",9,"julio",127,"no"
58,"empleado","casado","universitario",4,"no","no","telefono",28,"enero",38,"si"
37,"empleado","soltero","bachillerato",66,"no","no","celular",14,"mayo",380,"no"
36,"independiente","divorciado","bachillerato",62,"si","si","celular",7,"abril",244,"no"
45,"informal","casado","primaria",15,"si","no","celular",28,"agosto",189,"no"
23,"independiente","soltero","bachillerato",53,"si","si","chat",4,"junio",217,"no"
53,"informal","casado","primaria",27,"no","no","celular",28,"julio",388,"si"
44,"informal","casado","primaria",7,"si","no","chat",20,"junio",22,"no"
32,"independiente","soltero","bachillerato",56,"no","si","celular",13,"agosto",289,"no"
32,"desempleado","casado","universitario",24,"si","si","celular",21,"julio",221,"no"
38,"independiente","casado","universitario",32,"si","si","celular",31,"julio",129,"no"
47,"informal","casado","primaria",4,"si","no","celular",4,"febrero",147,"no"
34,"empleado","soltero","bachillerato",5,"si","si","chat",23,"mayo",299,"no"
52,"empleado","casado","bachillerato",60,"si","si","chat",15,"mayo",543,"no"
45,"independiente","soltero","bachillerato",30,"si","si","celular",5,"mayo",247,"no"
50,"informal","casado","primaria",70,"si","si","chat",8,"mayo",166,"no"
52,"informal","divorciado","primaria",37,"si","no","chat",15,"mayo",755,"si"
37,"informal","casado","bachillerato",24,"si","no","chat",27,"mayo",336,"no"
51,"informal","casado","bachillerato",30,"si","si","chat",29,"mayo",619,"no"
32,"desempleado","casado","universitario",22,"si","no","celular",5,"mayo",159,"no"
33,"informal","casado","bachillerato",12,"si","si","chat",23,"mayo",29,"si"
28,"desempleado","casado","bachillerato",56,"si","si","chat",4,"junio",606,"no"
66,"desempleado","casado","universitario",53,"si","si","celular",23,"junio",971,"no"
31,"empleado","soltero","bachillerato",18,"si","si","chat",28,"mayo",231,"no"
35,"informal","casado","primaria",9,"si","no","chat",7,"mayo",163,"no"
47,"empleado","soltero","tecnico",52,"no","no","celular",19,"octubre",385,"si"
36,"independiente","soltero","bachillerato",37,"no","si","telefono",24,"julio",119,"no"
32,"independiente","soltero","universitario",8,"no","si","celular",29,"enero",348,"no"
34,"informal","casado","primaria",34,"si","si","chat",31,"marzo",30,"no"
40,"independiente","casado","bachillerato",3,"si","si","celular",7,"mayo",249,"no"
33,"independiente","casado","universitario",55,"si","si","celular",4,"mayo",119,"no"
